8475717,2021,Calvin Pickard,DET,G,5on4,2,373.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8475215,2021,Robin Lehner,VGK,G,other,34,2616.0,7.27,4.0,86.0,3.37,5.0,8.28,5.0,44.39,41.0,0.64,1.0,25.81,22.0,13.75,23.0,6.51,35.0,16.0,9.0,1.4,2.04,3.83,2.0,2.0,0.0,26.0,0.0,0.0
8475215,2021,Robin Lehner,VGK,G,all,34,119497.0,102.23,95.0,1912.0,72.1,96.0,225.22,181.0,992.65,1017.0,34.21,38.0,542.61,438.0,391.37,519.0,97.52,965.0,278.0,123.0,27.41,34.71,40.11,30.0,32.0,33.0,546.0,0.0,0.0
8475215,2021,Robin Lehner,VGK,G,5on5,34,100540.0,73.14,72.0,1512.0,53.68,71.0,183.42,150.0,775.03,804.0,28.31,31.0,423.77,335.0,312.34,416.0,70.09,771.0,215.0,86.0,22.69,26.65,23.8,25.0,25.0,22.0,440.0,0.0,0.0
8475215,2021,Robin Lehner,VGK,G,4on5,34,8366.0,17.28,17.0,258.0,12.98,16.0,27.66,21.0,134.79,128.0,0.69,0.0,80.22,72.0,40.73,49.0,16.53,130.0,32.0,21.0,2.67,3.97,10.64,3.0,3.0,11.0,75.0,0.0,0.0
8475215,2021,Robin Lehner,VGK,G,5on4,34,7975.0,3.15,2.0,40.0,1.33,2.0,3.63,1.0,27.75,29.0,4.39,6.0,7.93,5.0,19.18,26.0,3.12,21.0,10.0,5.0,0.42,1.51,1.22,0.0,2.0,0.0,4.0,0.0,0.0
8475883,2021,Frederik Andersen,CAR,G,other,34,5010.0,8.25,6.0,111.0,5.27,6.0,12.41,11.0,63.85,60.0,1.21,2.0,37.54,29.0,20.29,33.0,7.47,49.0,25.0,12.0,1.98,3.01,3.26,0.0,4.0,2.0,25.0,0.0,0.0
8475883,2021,Frederik Andersen,CAR,G,all,34,119981.0,93.86,69.0,1730.0,67.14,85.0,222.68,199.0,977.8,958.0,36.69,35.0,530.4,416.0,391.12,530.0,90.46,965.0,266.0,106.0,29.52,32.62,31.72,25.0,20.0,24.0,393.0,0.0,0.0
8475883,2021,Frederik Andersen,CAR,G,5on5,34,93892.0,65.5,50.0,1352.0,49.18,66.0,182.12,161.0,760.28,744.0,29.47,30.0,407.18,327.0,309.31,406.0,63.58,782.0,185.0,71.0,23.87,22.59,19.03,22.0,13.0,15.0,314.0,0.0,0.0
8475883,2021,Frederik Andersen,CAR,G,4on5,34,12120.0,15.52,12.0,215.0,10.54,9.0,23.2,25.0,117.37,117.0,1.13,0.0,73.98,51.0,38.0,60.0,15.03,106.0,43.0,16.0,2.87,5.44,7.21,3.0,3.0,6.0,50.0,0.0,0.0
8475883,2021,Frederik Andersen,CAR,G,5on4,34,8959.0,4.11,1.0,47.0,1.88,4.0,4.23,1.0,32.34,32.0,4.73,3.0,9.84,7.0,21.96,29.0,3.9,25.0,12.0,6.0,0.69,1.47,1.95,0.0,0.0,1.0,4.0,0.0,0.0
8475839,2021,Louis Domingue,PIT,G,other,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8475839,2021,Louis Domingue,PIT,G,all,1,3637.0,4.21,1.0,67.0,2.78,5.0,8.11,9.0,37.93,41.0,0.81,0.0,20.36,17.0,14.28,18.0,3.88,33.0,15.0,3.0,1.29,1.81,1.1,0.0,1.0,0.0,16.0,0.0,0.0
8475839,2021,Louis Domingue,PIT,G,5on5,1,3037.0,2.44,1.0,51.0,1.94,2.0,6.21,8.0,28.27,32.0,0.69,0.0,14.87,12.0,11.59,14.0,2.33,27.0,11.0,0.0,1.02,1.41,0.0,0.0,1.0,0.0,13.0,0.0,0.0
8475839,2021,Louis Domingue,PIT,G,4on5,1,480.0,1.72,0.0,15.0,0.8,3.0,1.77,0.0,8.91,9.0,0.07,0.0,5.11,5.0,2.31,4.0,1.5,5.0,4.0,3.0,0.22,0.4,1.1,0.0,0.0,0.0,3.0,0.0,0.0
8475839,2021,Louis Domingue,PIT,G,5on4,1,120.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8476343,2021,Garret Sparks,LAK,G,other,2,264.0,0.1,0.0,3.0,0.1,0.0,0.26,0.0,1.33,1.0,0.07,0.0,0.93,0.0,0.57,2.0,0.1,2.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
8476343,2021,Garret Sparks,LAK,G,all,2,5833.0,3.37,3.0,91.0,3.07,1.0,11.03,14.0,44.9,47.0,1.71,0.0,26.05,18.0,18.05,27.0,3.33,54.0,7.0,2.0,1.69,0.99,0.7,1.0,0.0,2.0,28.0,0.0,0.0
8476343,2021,Garret Sparks,LAK,G,5on5,2,3939.0,2.33,3.0,62.0,2.08,1.0,8.34,10.0,32.03,33.0,1.06,0.0,18.43,15.0,12.81,16.0,2.29,40.0,3.0,2.0,1.21,0.42,0.7,1.0,0.0,2.0,17.0,0.0,0.0
8476343,2021,Garret Sparks,LAK,G,4on5,2,706.0,0.74,0.0,24.0,0.82,0.0,2.23,4.0,9.94,11.0,0.12,0.0,6.31,3.0,3.57,7.0,0.74,11.0,3.0,0.0,0.35,0.39,0.0,0.0,0.0,0.0,10.0,0.0,0.0
8476343,2021,Garret Sparks,LAK,G,5on4,2,924.0,0.21,0.0,2.0,0.07,0.0,0.2,0.0,1.6,2.0,0.46,0.0,0.38,0.0,1.1,2.0,0.21,1.0,1.0,0.0,0.03,0.18,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8473541,2021,Jonathan Bernier,NJD,G,other,10,835.0,2.71,5.0,36.0,1.14,0.0,2.9,3.0,16.77,18.0,0.22,2.0,9.6,8.0,6.09,5.0,2.65,13.0,8.0,2.0,0.47,1.0,1.23,1.0,2.0,2.0,13.0,0.0,0.0
8473541,2021,Jonathan Bernier,NJD,G,all,10,30606.0,24.89,26.0,477.0,17.32,17.0,59.11,70.0,259.03,264.0,8.23,11.0,144.61,104.0,107.64,136.0,24.24,262.0,77.0,23.0,7.3,9.01,8.58,7.0,8.0,11.0,115.0,0.0,0.0
8473541,2021,Jonathan Bernier,NJD,G,5on5,10,24502.0,15.85,15.0,356.0,12.46,14.0,46.22,60.0,193.05,192.0,7.0,8.0,107.97,77.0,80.28,98.0,15.43,203.0,50.0,16.0,5.4,5.8,4.65,3.0,5.0,7.0,87.0,0.0,0.0
8473541,2021,Jonathan Bernier,NJD,G,4on5,10,2846.0,4.77,5.0,63.0,2.89,3.0,7.62,6.0,34.12,38.0,0.27,0.0,21.1,15.0,11.45,18.0,4.61,32.0,13.0,4.0,0.94,1.48,2.35,3.0,0.0,2.0,14.0,0.0,0.0
8473541,2021,Jonathan Bernier,NJD,G,5on4,10,2423.0,1.09,1.0,14.0,0.46,0.0,1.21,0.0,9.63,11.0,0.7,1.0,3.05,1.0,6.94,11.0,1.09,8.0,4.0,1.0,0.26,0.47,0.35,0.0,1.0,0.0,1.0,0.0,0.0
8476412,2021,Jordan Binnington,STL,G,other,24,2582.0,3.81,5.0,77.0,3.1,2.0,7.72,7.0,38.46,40.0,0.51,0.0,23.12,15.0,13.98,22.0,3.66,34.0,18.0,1.0,1.26,2.18,0.37,1.0,3.0,1.0,24.0,0.0,0.0
8476412,2021,Jordan Binnington,STL,G,all,24,83821.0,68.71,79.0,1335.0,53.21,72.0,177.63,182.0,761.52,778.0,21.84,19.0,422.6,331.0,308.58,378.0,65.62,785.0,211.0,60.0,24.21,25.42,19.08,29.0,31.0,19.0,279.0,4.0,2.0
