team,season,name,team,position,situation,games_played,xGoalsPercentage,corsiPercentage,fenwickPercentage,iceTime,xOnGoalFor,xGoalsFor,xReboundsFor,xFreezeFor,xPlayStoppedFor,xPlayContinuedInZoneFor,xPlayContinuedOutsideZoneFor,flurryAdjustedxGoalsFor,scoreVenueAdjustedxGoalsFor,flurryScoreVenueAdjustedxGoalsFor,shotsOnGoalFor,missedShotsFor,blockedShotAttemptsFor,shotAttemptsFor,goalsFor,reboundsFor,reboundGoalsFor,freezeFor,playStoppedFor,playContinuedInZoneFor,playContinuedOutsideZoneFor,savedShotsOnGoalFor,savedUnblockedShotAttemptsFor,penaltiesFor,penalityMinutesFor,faceOffsWonFor,hitsFor,takeawaysFor,giveawaysFor,lowDangerShotsFor,mediumDangerShotsFor,highDangerShotsFor,lowDangerxGoalsFor,mediumDangerxGoalsFor,highDangerxGoalsFor,lowDangerGoalsFor,mediumDangerGoalsFor,highDangerGoalsFor,scoreAdjustedShotsAttemptsFor,unblockedShotAttemptsFor,scoreAdjustedUnblockedShotAttemptsFor,dZoneGiveawaysFor,xGoalsFromxReboundsOfShotsFor,xGoalsFromActualReboundsOfShotsFor,reboundxGoalsFor,totalShotCreditFor,scoreAdjustedTotalShotCreditFor,scoreFlurryAdjustedTotalShotCreditFor,xOnGoalAgainst,xGoalsAgainst,xReboundsAgainst,xFreezeAgainst,xPlayStoppedAgainst,xPlayContinuedInZoneAgainst,xPlayContinuedOutsideZoneAgainst,flurryAdjustedxGoalsAgainst,scoreVenueAdjustedxGoalsAgainst,flurryScoreVenueAdjustedxGoalsAgainst,shotsOnGoalAgainst,missedShotsAgainst,blockedShotAttemptsAgainst,shotAttemptsAgainst,goalsAgainst,reboundsAgainst,reboundGoalsAgainst,freezeAgainst,playStoppedAgainst,playContinuedInZoneAgainst,playContinuedOutsideZoneAgainst,savedShotsOnGoalAgainst,savedUnblockedShotAttemptsAgainst,penaltiesAgainst,penalityMinutesAgainst,faceOffsWonAgainst,hitsAgainst,takeawaysAgainst,giveawaysAgainst,lowDangerShotsAgainst,mediumDangerShotsAgainst,highDangerShotsAgainst,lowDangerxGoalsAgainst,mediumDangerxGoalsAgainst,highDangerxGoalsAgainst,lowDangerGoalsAgainst,mediumDangerGoalsAgainst,highDangerGoalsAgainst,scoreAdjustedShotsAttemptsAgainst,unblockedShotAttemptsAgainst,scoreAdjustedUnblockedShotAttemptsAgainst,dZoneGiveawaysAgainst,xGoalsFromxReboundsOfShotsAgainst,xGoalsFromActualReboundsOfShotsAgainst,reboundxGoalsAgainst,totalShotCreditAgainst,scoreAdjustedTotalShotCreditAgainst,scoreFlurryAdjustedTotalShotCreditAgainst
STL,2021,STL,STL,Team Level,5on4,47,0.9,0.86,0.84,13270.0,205.74,31.78,18.06,41.07,6.71,122.54,62.84,30.19,31.78,30.19,220.0,63.0,70.0,353.0,38.0,20.0,7.0,46.0,4.0,92.0,83.0,182.0,245.0,7.0,14.0,136.0,7.0,8.0,33.0,153.0,97.0,33.0,4.25,10.86,16.67,7.0,12.0,19.0,353.0,283.0,283.0,5.0,4.65,7.49,7.49,28.94,28.94,27.74,38.5,3.58,2.01,5.15,1.09,12.3,27.88,3.57,3.58,3.57,42.0,10.0,6.0,58.0,3.0,0.0,0.0,4.0,0.0,11.0,34.0,39.0,49.0,3.0,6.0,108.0,33.0,38.0,25.0,36.0,14.0,2.0,1.41,1.76,0.41,0.0,3.0,0.0,58.0,52.0,52.0,21.0,0.45,0.0,0.0,4.03,4.03,4.02
NYI,2021,NYI,NYI,Team Level,other,43,0.49,0.53,0.54,5341.0,69.94,12.78,4.97,13.28,2.32,41.12,27.53,11.92,12.78,11.92,72.0,30.0,27.0,129.0,10.0,7.0,1.0,18.0,6.0,29.0,32.0,62.0,92.0,3.0,6.0,59.0,15.0,12.0,24.0,66.0,20.0,16.0,2.68,2.37,7.72,4.0,3.0,3.0,129.0,102.0,102.0,9.0,1.33,1.89,1.89,12.22,12.22,11.41,62.29,13.08,4.25,11.07,1.99,32.58,23.02,12.57,13.08,12.57,67.0,19.0,27.0,113.0,17.0,3.0,0.0,11.0,2.0,26.0,27.0,50.0,69.0,3.0,6.0,59.0,15.0,8.0,13.0,44.0,25.0,17.0,1.52,3.15,8.41,4.0,4.0,9.0,113.0,86.0,86.0,6.0,1.21,1.06,1.06,13.23,13.23,12.82
NYI,2021,NYI,NYI,Team Level,all,43,0.5,0.48,0.48,156593.0,1209.84,115.04,86.08,273.67,39.03,685.47,495.7,110.65,115.67,111.25,1241.0,454.0,544.0,2239.0,104.0,80.0,11.0,286.0,67.0,506.0,652.0,1137.0,1591.0,138.0,329.0,1172.0,1139.0,249.0,457.0,1265.0,303.0,127.0,38.03,35.76,41.25,35.0,34.0,35.0,2247.28,1695.0,1701.77,258.0,18.8,17.91,17.91,115.93,116.43,113.21,1310.45,115.34,88.62,302.21,42.37,743.1,540.35,111.76,116.07,112.46,1347.0,485.0,637.0,2469.0,119.0,79.0,14.0,259.0,44.0,573.0,758.0,1228.0,1713.0,148.0,344.0,1082.0,861.0,227.0,468.0,1415.0,305.0,112.0,41.04,37.08,37.22,48.0,35.0,36.0,2479.45,1832.0,1841.95,271.0,19.19,15.67,15.67,118.86,119.35,116.84
NYI,2021,NYI,NYI,Team Level,5on5,43,0.49,0.46,0.47,129893.0,947.89,79.83,64.8,222.88,30.48,533.61,393.4,77.67,80.45,78.28,969.0,356.0,438.0,1763.0,72.0,62.0,8.0,230.0,47.0,395.0,519.0,897.0,1253.0,124.0,298.0,928.0,1089.0,208.0,384.0,1005.0,240.0,80.0,30.06,28.13,21.64,26.0,27.0,19.0,1771.28,1325.0,1331.77,231.0,13.33,13.47,13.47,79.69,80.19,79.16,1063.4,81.91,68.88,253.98,34.25,606.24,445.74,79.9,82.64,80.59,1082.0,409.0,540.0,2031.0,80.0,61.0,11.0,212.0,37.0,461.0,640.0,1002.0,1411.0,136.0,317.0,841.0,806.0,192.0,410.0,1190.0,229.0,72.0,34.61,28.04,19.27,41.0,24.0,15.0,2041.45,1491.0,1500.95,246.0,14.07,11.81,11.81,84.18,84.66,83.47
NYI,2021,NYI,NYI,Team Level,4on5,43,0.13,0.14,0.15,9968.0,28.04,2.57,1.21,3.85,0.81,8.8,20.75,2.55,2.57,2.55,29.0,9.0,7.0,45.0,2.0,1.0,0.0,3.0,1.0,4.0,27.0,27.0,36.0,2.0,4.0,81.0,22.0,21.0,15.0,29.0,5.0,4.0,0.77,0.65,1.15,0.0,1.0,1.0,45.0,38.0,38.0,14.0,0.29,0.39,0.39,2.47,2.47,2.46,153.22,17.37,13.91,33.18,5.23,94.37,48.93,16.34,17.37,16.34,161.0,52.0,65.0,278.0,17.0,14.0,2.0,33.0,5.0,82.0,62.0,144.0,196.0,6.0,12.0,85.0,13.0,7.0,27.0,150.0,45.0,18.0,4.03,5.13,8.22,2.0,5.0,10.0,278.0,213.0,213.0,2.0,3.54,2.61,2.61,18.31,18.31,17.4
NYI,2021,NYI,NYI,Team Level,5on4,43,0.87,0.87,0.85,11391.0,163.96,19.87,15.1,33.66,5.42,101.94,54.03,18.51,19.87,18.51,171.0,59.0,72.0,302.0,20.0,10.0,2.0,35.0,13.0,78.0,74.0,151.0,210.0,9.0,21.0,104.0,13.0,8.0,34.0,165.0,38.0,27.0,4.52,4.61,10.73,5.0,3.0,12.0,302.0,230.0,230.0,4.0,3.85,2.16,2.16,21.55,21.55,20.17,31.55,2.98,1.58,3.99,0.9,9.91,22.65,2.95,2.98,2.95,37.0,5.0,5.0,47.0,5.0,1.0,1.0,3.0,0.0,4.0,29.0,32.0,37.0,3.0,9.0,97.0,27.0,20.0,18.0,31.0,6.0,5.0,0.88,0.76,1.33,1.0,2.0,2.0,47.0,42.0,42.0,17.0,0.37,0.2,0.2,3.15,3.15,3.14
BOS,2021,BOS,BOS,Team Level,other,47,0.53,0.46,0.46,7672.0,87.91,22.4,6.1,15.36,3.02,42.54,28.59,17.38,22.4,17.38,88.0,30.0,36.0,154.0,16.0,12.0,1.0,13.0,2.0,43.0,32.0,72.0,102.0,10.0,20.0,88.0,24.0,13.0,21.0,56.0,28.0,34.0,2.19,3.62,16.58,0.0,7.0,9.0,154.0,118.0,118.0,9.0,1.88,4.77,4.86,19.42,19.42,16.86,97.8,19.81,6.81,18.28,3.28,53.42,34.41,19.22,19.81,19.22,94.0,42.0,43.0,179.0,13.0,8.0,1.0,17.0,5.0,49.0,44.0,81.0,123.0,4.0,8.0,97.0,29.0,9.0,17.0,80.0,25.0,31.0,2.85,2.95,14.01,2.0,2.0,9.0,179.0,136.0,136.0,6.0,1.92,1.83,1.83,19.9,19.9,19.52
BOS,2021,BOS,BOS,Team Level,all,47,0.53,0.52,0.53,170507.0,1578.46,148.04,106.54,359.69,51.23,877.31,637.18,138.68,148.83,139.39,1653.0,527.0,566.0,2746.0,135.0,111.0,28.0,420.0,61.0,665.0,788.0,1518.0,2045.0,198.0,447.0,1519.0,1296.0,280.0,385.0,1623.0,413.0,144.0,46.01,50.99,51.04,42.0,49.0,44.0,2760.8,2180.0,2191.27,150.0,23.59,24.97,24.97,146.66,146.98,141.75,1383.83,131.8,93.39,313.38,45.11,774.37,571.96,127.37,131.9,127.47,1380.0,550.0,585.0,2515.0,130.0,86.0,19.0,357.0,66.0,588.0,703.0,1250.0,1800.0,178.0,407.0,1309.0,1230.0,362.0,433.0,1455.0,332.0,143.0,38.44,40.31,53.05,42.0,40.0,48.0,2503.86,1930.0,1925.21,189.0,20.74,21.06,21.06,131.48,131.5,128.58
BOS,2021,BOS,BOS,Team Level,5on5,47,0.55,0.53,0.54,136349.0,1240.41,97.71,79.54,296.17,40.1,688.14,512.35,94.47,98.5,95.19,1312.0,402.0,445.0,2159.0,87.0,87.0,21.0,365.0,50.0,501.0,624.0,1225.0,1627.0,164.0,379.0,1177.0,1195.0,232.0,307.0,1332.0,298.0,84.0,37.32,36.91,23.49,37.0,28.0,22.0,2173.8,1714.0,1725.27,127.0,16.39,18.56,18.46,95.64,95.95,94.42,1030.95,78.69,66.22,248.4,33.94,579.45,433.3,76.81,78.8,76.92,1028.0,412.0,438.0,1878.0,91.0,64.0,13.0,285.0,49.0,420.0,531.0,937.0,1349.0,147.0,343.0,993.0,1143.0,316.0,357.0,1130.0,245.0,65.0,30.15,29.96,18.58,37.0,32.0,22.0,1866.86,1440.0,1435.21,166.0,13.62,13.68,13.68,78.63,78.65,77.67
BOS,2021,BOS,BOS,Team Level,4on5,47,0.11,0.12,0.14,14218.0,35.27,3.36,1.8,4.71,1.07,11.32,25.75,3.27,3.36,3.27,40.0,8.0,5.0,53.0,3.0,3.0,2.0,5.0,1.0,4.0,32.0,37.0,45.0,9.0,18.0,111.0,55.0,34.0,14.0,35.0,9.0,4.0,0.97,1.36,1.03,0.0,1.0,2.0,53.0,48.0,48.0,9.0,0.41,0.63,0.63,3.14,3.14,3.12,202.03,28.18,17.7,39.88,6.35,124.84,66.03,26.35,28.18,26.35,199.0,84.0,97.0,380.0,23.0,12.0,4.0,47.0,9.0,108.0,84.0,176.0,260.0,10.0,20.0,135.0,21.0,14.0,44.0,200.0,42.0,41.0,4.34,4.99,18.85,3.0,6.0,14.0,380.0,283.0,283.0,4.0,4.58,5.17,5.17,27.6,27.6,26.06
BOS,2021,BOS,BOS,Team Level,5on4,47,0.83,0.83,0.81,12268.0,214.88,24.57,19.11,43.46,7.05,135.31,70.5,23.56,24.57,23.56,213.0,87.0,80.0,380.0,29.0,9.0,4.0,37.0,8.0,117.0,100.0,184.0,271.0,15.0,30.0,143.0,22.0,1.0,43.0,200.0,78.0,22.0,5.53,9.1,9.94,5.0,13.0,11.0,380.0,300.0,300.0,5.0,4.9,1.01,1.01,28.47,28.47,27.35,53.04,5.11,2.66,6.82,1.54,16.65,38.22,4.98,5.11,4.98,59.0,12.0,7.0,78.0,3.0,2.0,1.0,8.0,3.0,11.0,44.0,56.0,68.0,17.0,36.0,84.0,37.0,23.0,15.0,45.0,20.0,6.0,1.1,2.41,1.6,0.0,0.0,3.0,78.0,71.0,71.0,13.0,0.61,0.38,0.38,5.35,5.35,5.32
COL,2021,COL,COL,Team Level,other,48,0.51,0.51,0.51,9085.0,112.83,25.25,8.44,20.4,3.93,59.03,38.95,23.93,25.25,23.93,121.0,35.0,51.0,207.0,34.0,9.0,1.0,28.0,6.0,37.0,42.0,87.0,122.0,5.0,10.0,113.0,22.0,29.0,16.0,82.0,38.0,36.0,3.36,4.83,17.06,8.0,6.0,20.0,207.0,156.0,156.0,6.0,2.44,1.92,1.92,25.76,25.76,24.64,110.3,24.66,8.51,20.19,3.95,61.09,32.61,19.89,24.66,19.89,112.0,39.0,47.0,198.0,19.0,17.0,4.0,18.0,7.0,51.0,39.0,93.0,132.0,9.0,18.0,104.0,33.0,16.0,10.0,75.0,39.0,37.0,2.5,4.88,17.27,4.0,4.0,11.0,198.0,151.0,151.0,7.0,2.58,6.15,6.15,21.09,21.09,18.48
COL,2021,COL,COL,Team Level,all,48,0.54,0.54,0.53,174791.0,1593.41,165.42,113.07,358.42,51.71,888.35,638.02,158.75,166.58,159.89,1689.0,526.0,818.0,3033.0,190.0,128.0,23.0,396.0,59.0,634.0,808.0,1499.0,2025.0,180.0,404.0,1360.0,1000.0,370.0,314.0,1621.0,411.0,183.0,48.73,49.9,66.8,65.0,62.0,63.0,3086.68,2215.0,2247.45,159.0,25.22,31.12,31.12,159.52,160.67,156.31,1416.79,141.3,100.51,325.82,47.66,792.58,561.13,131.49,140.71,130.92,1468.0,501.0,635.0,2604.0,134.0,127.0,24.0,358.0,53.0,571.0,726.0,1334.0,1835.0,212.0,471.0,1536.0,1011.0,351.0,287.0,1453.0,366.0,150.0,39.84,45.22,56.25,46.0,37.0,51.0,2574.09,1969.0,1952.41,183.0,22.72,28.82,28.82,135.21,134.55,129.49
COL,2021,COL,COL,Team Level,5on5,48,0.54,0.54,0.52,136672.0,1179.98,100.61,79.29,278.66,38.21,655.79,488.44,97.98,101.77,99.12,1260.0,381.0,651.0,2292.0,115.0,92.0,16.0,313.0,41.0,459.0,621.0,1145.0,1526.0,155.0,351.0,988.0,920.0,295.0,250.0,1248.0,296.0,97.0,37.02,35.79,27.79,49.0,47.0,19.0,2345.68,1641.0,1673.45,136.0,16.38,20.94,21.15,95.84,96.99,95.44,1068.88,84.54,70.52,257.97,35.46,597.09,442.42,81.35,83.95,80.78,1111.0,377.0,497.0,1985.0,82.0,81.0,11.0,284.0,37.0,422.0,582.0,1029.0,1406.0,179.0,405.0,1157.0,917.0,291.0,236.0,1147.0,270.0,71.0,31.51,33.36,19.67,38.0,29.0,15.0,1955.09,1488.0,1471.41,154.0,14.57,15.65,15.72,83.39,82.72,81.29
COL,2021,COL,COL,Team Level,4on5,48,0.12,0.14,0.15,13227.0,38.97,3.8,2.06,5.33,1.12,12.45,27.22,3.8,3.8,3.8,50.0,2.0,6.0,58.0,6.0,0.0,0.0,4.0,1.0,8.0,33.0,44.0,46.0,5.0,10.0,112.0,41.0,34.0,13.0,39.0,8.0,5.0,1.3,1.22,1.28,3.0,1.0,2.0,58.0,52.0,52.0,12.0,0.47,0.0,0.0,4.28,4.28,4.27,204.34,28.46,19.61,42.68,7.13,123.28,62.84,26.67,28.46,26.67,205.0,79.0,81.0,365.0,30.0,27.0,9.0,49.0,9.0,91.0,78.0,175.0,254.0,11.0,22.0,126.0,13.0,7.0,24.0,201.0,46.0,37.0,5.01,5.56,17.88,4.0,4.0,22.0,365.0,284.0,284.0,6.0,5.15,6.82,6.75,26.86,26.86,25.86
COL,2021,COL,COL,Team Level,5on4,48,0.91,0.89,0.89,15807.0,261.64,35.77,23.28,54.02,8.44,161.07,83.41,33.04,35.77,33.04,258.0,108.0,110.0,476.0,35.0,27.0,6.0,51.0,11.0,130.0,112.0,223.0,331.0,15.0,33.0,147.0,17.0,12.0,35.0,252.0,69.0,45.0,7.05,8.06,20.67,5.0,8.0,22.0,476.0,366.0,366.0,5.0,5.93,8.26,8.06,33.64,33.64,31.96,33.27,3.65,1.88,4.97,1.12,11.12,23.25,3.59,3.65,3.59,40.0,6.0,10.0,56.0,3.0,2.0,0.0,7.0,0.0,7.0,27.0,37.0,43.0,13.0,26.0,149.0,48.0,37.0,17.0,30.0,11.0,5.0,0.81,1.42,1.42,0.0,0.0,3.0,56.0,46.0,46.0,16.0,0.43,0.2,0.2,3.87,3.87,3.86
OTT,2021,OTT,OTT,Team Level,other,46,0.36,0.47,0.44,8340.0,74.34,11.93,5.46,14.01,2.38,40.36,25.86,11.4,11.93,11.4,74.0,26.0,41.0,141.0,11.0,4.0,1.0,14.0,2.0,38.0,31.0,63.0,89.0,4.0,8.0,78.0,26.0,16.0,22.0,59.0,23.0,18.0,2.0,2.97,6.95,3.0,2.0,6.0,141.0,100.0,100.0,8.0,1.58,1.04,1.64,11.87,11.87,11.39,90.75,21.61,6.38,15.54,2.87,47.88,30.72,20.9,21.61,20.9,85.0,40.0,36.0,161.0,23.0,7.0,1.0,15.0,3.0,38.0,39.0,62.0,102.0,9.0,18.0,78.0,25.0,15.0,18.0,59.0,36.0,30.0,2.67,4.29,14.64,2.0,8.0,13.0,161.0,125.0,125.0,8.0,1.79,2.14,2.44,20.97,20.97,20.38
OTT,2021,OTT,OTT,Team Level,all,46,0.46,0.46,0.47,166803.0,1383.13,133.04,98.53,307.47,44.67,764.66,554.64,127.8,133.3,128.06,1378.0,525.0,590.0,2493.0,123.0,107.0,19.0,300.0,53.0,606.0,714.0,1255.0,1780.0,186.0,434.0,1239.0,1389.0,308.0,467.0,1362.0,412.0,129.0,40.92,50.25,41.87,38.0,47.0,38.0,2495.24,1903.0,1901.76,292.0,21.68,20.87,21.92,132.8,132.74,129.48,1567.1,156.69,111.55,343.26,49.63,875.87,631.01,151.56,157.72,152.55,1562.0,606.0,708.0,2876.0,149.0,109.0,24.0,345.0,56.0,749.0,760.0,1413.0,2019.0,181.0,432.0,1359.0,1189.0,298.0,432.0,1510.0,515.0,143.0,44.94,61.23,50.52,36.0,63.0,50.0,2890.32,2168.0,2181.14,249.0,24.66,24.1,24.4,156.95,157.85,154.09
OTT,2021,OTT,OTT,Team Level,5on5,46,0.46,0.46,0.47,133200.0,1077.18,90.37,72.72,251.47,35.01,595.61,440.82,88.15,90.63,88.4,1076.0,410.0,467.0,1953.0,86.0,83.0,14.0,245.0,41.0,455.0,576.0,990.0,1400.0,162.0,380.0,930.0,1311.0,239.0,371.0,1113.0,293.0,80.0,33.64,35.39,21.34,31.0,37.0,18.0,1955.24,1486.0,1484.76,254.0,15.02,15.05,15.73,89.66,89.59,88.5,1210.66,104.19,82.17,275.26,38.06,677.02,503.31,101.49,105.21,102.47,1196.0,484.0,578.0,2258.0,97.0,73.0,18.0,267.0,41.0,589.0,613.0,1099.0,1583.0,153.0,372.0,1028.0,1098.0,234.0,361.0,1209.0,398.0,73.0,36.13,47.55,20.51,32.0,43.0,22.0,2272.32,1680.0,1693.14,222.0,16.99,15.35,15.6,105.57,106.47,104.65
OTT,2021,OTT,OTT,Team Level,4on5,46,0.14,0.13,0.14,12862.0,38.73,4.41,2.13,4.84,1.09,12.51,27.02,4.18,4.41,4.18,41.0,11.0,7.0,59.0,4.0,2.0,0.0,1.0,2.0,9.0,34.0,37.0,48.0,8.0,16.0,103.0,32.0,40.0,31.0,33.0,14.0,5.0,1.02,1.84,1.54,2.0,0.0,2.0,59.0,52.0,52.0,27.0,0.48,0.64,0.64,4.25,4.25,4.21,231.1,27.2,21.07,47.54,7.61,139.72,72.87,25.54,27.2,25.54,243.0,73.0,84.0,400.0,27.0,27.0,5.0,54.0,11.0,112.0,85.0,216.0,289.0,11.0,20.0,155.0,22.0,11.0,37.0,210.0,71.0,35.0,5.08,8.12,14.0,1.0,11.0,15.0,400.0,316.0,316.0,4.0,5.44,6.18,5.94,26.7,26.7,25.37
OTT,2021,OTT,OTT,Team Level,5on4,46,0.88,0.86,0.85,12401.0,192.89,26.33,18.23,37.14,6.19,116.18,60.94,24.07,26.33,24.07,187.0,78.0,75.0,340.0,22.0,18.0,4.0,40.0,8.0,104.0,73.0,165.0,243.0,12.0,30.0,128.0,20.0,13.0,43.0,157.0,82.0,26.0,4.26,10.04,12.04,2.0,8.0,12.0,340.0,265.0,265.0,3.0,4.59,4.13,3.9,27.03,27.03,25.38,34.59,3.69,1.93,4.92,1.08,11.25,24.12,3.63,3.69,3.63,38.0,9.0,10.0,57.0,2.0,2.0,0.0,9.0,1.0,10.0,23.0,36.0,45.0,8.0,22.0,98.0,44.0,38.0,16.0,32.0,10.0,5.0,1.05,1.27,1.37,1.0,1.0,0.0,57.0,47.0,47.0,15.0,0.44,0.42,0.42,3.71,3.71,3.68
NJD,2021,NJD,NJD,Team Level,other,50,0.53,0.55,0.57,7171.0,98.32,20.07,6.3,18.28,3.26,51.4,36.7,17.94,20.07,17.94,99.0,37.0,33.0,169.0,18.0,5.0,2.0,24.0,5.0,36.0,48.0,81.0,118.0,1.0,2.0,69.0,16.0,20.0,13.0,78.0,35.0,23.0,3.02,4.32,12.73,6.0,2.0,10.0,169.0,136.0,136.0,5.0,1.74,1.66,1.66,20.16,20.16,18.05,72.59,18.04,4.5,12.36,2.41,35.54,29.15,17.4,18.04,17.4,71.0,31.0,38.0,140.0,18.0,1.0,0.0,11.0,9.0,27.0,36.0,53.0,84.0,0.0,0.0,89.0,22.0,16.0,12.0,53.0,26.0,23.0,1.87,3.36,12.81,7.0,2.0,9.0,140.0,102.0,102.0,3.0,1.26,0.39,0.39,18.92,18.92,18.36
NJD,2021,NJD,NJD,Team Level,all,50,0.5,0.51,0.51,182139.0,1574.5,149.53,105.32,360.19,52.77,879.86,643.34,143.71,148.67,142.87,1574.0,617.0,723.0,2914.0,145.0,101.0,27.0,390.0,70.0,674.0,811.0,1429.0,2046.0,161.0,350.0,1378.0,928.0,440.0,492.0,1591.0,468.0,132.0,47.39,56.12,46.02,44.0,50.0,51.0,2875.77,2191.0,2171.25,274.0,22.81,23.85,23.85,148.49,147.57,143.1,1532.7,148.37,100.51,350.29,50.1,837.82,631.91,144.51,150.78,146.87,1533.0,586.0,640.0,2759.0,178.0,98.0,26.0,378.0,74.0,602.0,789.0,1355.0,1941.0,167.0,368.0,1517.0,1137.0,414.0,436.0,1555.0,419.0,145.0,46.07,50.78,51.51,64.0,55.0,59.0,2819.22,2119.0,2157.2,206.0,21.71,21.53,21.57,148.51,150.75,148.47
NJD,2021,NJD,NJD,Team Level,5on5,50,0.5,0.51,0.51,150023.0,1287.84,109.25,83.69,304.77,42.83,717.95,530.5,106.42,108.4,105.58,1285.0,504.0,599.0,2388.0,101.0,85.0,21.0,332.0,54.0,552.0,665.0,1184.0,1688.0,142.0,314.0,1076.0,865.0,367.0,416.0,1329.0,371.0,89.0,39.54,44.29,25.43,36.0,36.0,29.0,2349.77,1789.0,1769.25,240.0,17.21,18.96,18.96,107.51,106.6,104.83,1262.94,107.42,80.72,299.82,41.35,693.11,523.58,104.82,109.83,107.19,1261.0,485.0,543.0,2289.0,134.0,86.0,22.0,336.0,53.0,498.0,639.0,1127.0,1612.0,151.0,336.0,1226.0,1049.0,354.0,351.0,1319.0,330.0,97.0,39.85,39.76,27.8,53.0,45.0,36.0,2349.22,1746.0,1784.2,181.0,16.62,18.56,18.59,105.45,107.67,106.47
NJD,2021,NJD,NJD,Team Level,4on5,50,0.17,0.19,0.19,12510.0,36.17,3.68,1.95,5.17,1.23,12.99,26.97,3.65,3.68,3.65,44.0,8.0,11.0,63.0,4.0,0.0,0.0,3.0,0.0,7.0,38.0,40.0,48.0,7.0,14.0,106.0,28.0,46.0,22.0,36.0,13.0,3.0,0.85,1.87,0.96,1.0,2.0,1.0,63.0,52.0,52.0,22.0,0.45,0.0,0.0,4.13,4.13,4.1,155.79,17.56,13.13,32.44,5.02,97.3,52.55,17.08,17.56,17.08,159.0,59.0,52.0,270.0,18.0,9.0,3.0,29.0,10.0,68.0,84.0,141.0,200.0,11.0,22.0,103.0,17.0,12.0,52.0,155.0,45.0,18.0,3.46,5.4,8.7,4.0,2.0,12.0,270.0,218.0,218.0,6.0,3.34,1.96,1.96,18.94,18.94,18.53
NJD,2021,NJD,NJD,Team Level,5on4,50,0.76,0.83,0.8,12435.0,152.16,16.53,13.38,31.96,5.45,97.52,49.16,15.7,16.53,15.7,146.0,68.0,80.0,294.0,22.0,11.0,4.0,31.0,11.0,79.0,60.0,124.0,192.0,11.0,20.0,127.0,19.0,7.0,41.0,148.0,49.0,17.0,3.98,5.64,6.91,1.0,10.0,11.0,294.0,214.0,214.0,7.0,3.4,3.24,3.24,16.69,16.69,16.12,41.38,5.35,2.16,5.66,1.32,11.87,26.63,5.21,5.35,5.21,42.0,11.0,7.0,60.0,8.0,2.0,1.0,2.0,2.0,9.0,30.0,34.0,45.0,5.0,10.0,99.0,49.0,32.0,21.0,28.0,18.0,7.0,0.89,2.26,2.2,0.0,6.0,2.0,60.0,53.0,53.0,16.0,0.49,0.62,0.62,5.21,5.21,5.1
LAK,2021,LAK,LAK,Team Level,other,48,0.53,0.51,0.53,5465.0,86.05,19.79,5.87,15.54,2.76,42.06,30.97,17.94,19.79,17.94,88.0,29.0,26.0,143.0,17.0,12.0,4.0,12.0,5.0,31.0,40.0,71.0,100.0,1.0,2.0,79.0,17.0,5.0,12.0,55.0,36.0,26.0,2.22,4.43,13.14,1.0,1.0,15.0,143.0,117.0,117.0,4.0,1.62,3.69,3.69,17.72,17.72,17.18,78.1,17.86,5.7,13.42,2.67,38.69,26.66,16.58,17.86,16.58,79.0,26.0,31.0,136.0,17.0,5.0,1.0,10.0,5.0,31.0,37.0,62.0,88.0,5.0,10.0,47.0,21.0,16.0,17.0,47.0,30.0,28.0,2.04,3.88,11.95,5.0,3.0,9.0,136.0,105.0,105.0,14.0,1.57,1.72,2.05,17.39,17.39,16.8
LAK,2021,LAK,LAK,Team Level,all,48,0.52,0.54,0.55,175099.0,1675.59,163.66,118.52,383.45,55.33,923.45,661.58,155.0,162.98,154.39,1709.0,597.0,647.0,2953.0,136.0,165.0,29.0,397.0,55.0,716.0,837.0,1573.0,2170.0,161.0,360.0,1382.0,953.0,241.0,331.0,1650.0,483.0,173.0,48.51,57.82,57.32,38.0,42.0,56.0,2947.95,2306.0,2303.41,254.0,26.17,36.65,36.72,153.1,152.49,148.62,1389.5,150.36,100.88,303.55,44.86,744.6,546.74,142.98,151.73,144.3,1383.0,508.0,621.0,2512.0,133.0,123.0,18.0,295.0,55.0,554.0,731.0,1250.0,1758.0,176.0,383.0,1229.0,1281.0,232.0,331.0,1281.0,453.0,157.0,40.21,55.03,55.11,33.0,58.0,42.0,2527.92,1891.0,1900.37,231.0,22.24,27.81,28.43,144.18,145.27,141.8
LAK,2021,LAK,LAK,Team Level,5on5,48,0.53,0.54,0.55,141656.0,1302.18,110.75,87.19,309.37,42.65,718.32,523.71,106.45,110.07,105.85,1320.0,472.0,514.0,2306.0,91.0,113.0,20.0,333.0,44.0,560.0,651.0,1229.0,1701.0,145.0,330.0,1032.0,874.0,210.0,273.0,1337.0,350.0,105.0,39.59,41.44,29.72,27.0,33.0,31.0,2300.95,1792.0,1789.41,224.0,18.05,23.73,23.8,104.99,104.38,102.4,1061.56,100.07,74.18,242.58,34.35,571.14,427.67,96.27,101.43,97.59,1050.0,400.0,494.0,1944.0,77.0,95.0,11.0,245.0,39.0,412.0,582.0,973.0,1373.0,165.0,361.0,954.0,1195.0,185.0,265.0,1017.0,339.0,94.0,32.88,41.1,26.09,20.0,41.0,16.0,1959.92,1450.0,1459.37,187.0,15.43,20.14,20.44,95.06,96.16,94.63
